Product Name,MRP,Short description
Men White Tartan Checked Pure Cotton Casual Shirt,1599,"White tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Party Silk Shirt,1999,"solid opaque Party shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Comfort Casual Full Sleeve Cotton Shirt,1999,"Green solid opaque casual shirt, has a spread collar, button placket, long regular sleeves, curved hem"
Men Cotton Classic Tartan Checks Casual Shirt,1499,"Navy blue tartan checks opaque Casual shirt ,has a spread collar, button placket, long roll-up sleeves, curved hem"
Men Brown Slim Fit Floral Printed Cotton Casual Shirt,1999,"Brown floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black Slim Fit Printed Cotton Casual Shirt,1999,"Black typography printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Classic Tartan Checks Checked Formal Cotton Shirt,1499,"Tartan checks checked opaque Formal shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Beige Classic Floral Printed 100%Cotton Casual Shirt,1499,"Beige floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Classic Striped Formal Cotton Shirt,1499,"Vertical striped opaque Formal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Casual Pure Cotton Shirt,599,"Black solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red Tartan Checked Cotton Casual Shirt,1499,"Red tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Slim Fit Floral Printed Casual Cotton Shirt,2499,"Green floral printed opaque Casual shirt
has a spread collar
button placket
1 patch pocket
long regular sleeves
curved hem"
Men Blue Printed Pure Cotton Casual Shirt,1199,"Blue conversational printed opaque Casual shirt ,has a button-down collar, button placket, short regular sleeves, curved hem"
Men Brown Original Floral Printed Pure Cotton Casual Shirt,1999,"Brown floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Cotton Casual Shirt,1499,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Slim Fit Printed Pure Cotton Casual Shirt,2499,"Green abstract printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue Tartan Checked Cotton Slim Fit Casual Shirt,2499,"Blue tartan checks checked opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Classic Striped Casual Cotton Shirt,1999,"Vertical striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Classic Printed Pure Cotton Casual Shirt,1999,"White ethnic motifs printed opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men Blue Comfort Floral Printed Cotton Casual Shirt,999,"Blue floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Beige & Turquoise Blue Printed Cotton Casual Shirt,1999,"Beige ethnic motifs printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Black Custom Slim Fit Cotton Casual Shirt,4499,"Black solid opaque Casual shirt
Spread collar
Button placket
Long regular sleeves
Curved hem"
The Lifestyle Co Men Maroon And Navy Blue Checked Pure Cotton Casual Shirt,1499,"Maroon and Navy blue windowpane checked Casual shirt ,has a spread collar, button placket, 1 patch pocket, long roll-up sleeves, curved hem"
Men Blue & White Comfort Tartan Checks Checked Cotton Casual Shirt,1499,"Blue and white tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Slim Fit Cotton Casual Shirt,1299,"Navy blue solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Standard Pure Cotton Formal Shirt,1299,"Green solid opaque Formal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Coral Comfort Geometric Printed Pure Cotton Casual Shirt,1895,"Coral geometric printed opaque Casual shirt, has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Grey Comfort Floral Printed Cotton Casual Shirt,1895,"Grey floral printed opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Printed Cotton Casual Shirt,1749,"White conversational printed opaque Casual shirt ,has a cutaway collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Navy Blue Printed Casual Shirt,1698,"Navy blue conversational printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Green Printed Casual Shirt,1698,"Green conversational printed opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Turquoise Blue Standard Windowpane Checked Cotton Casual Shirt,1699,"Turquoise blue windowpane checks checked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Navy Blue Classic Striped Pure Cotton Casual Shirt,1799,"Navy blue vertical stripes striped opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Comfort Printed Casual Cotton Shirt,899,"Blue ethnic motifs printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Comfort Floral Printed Cotton Casual Shirt,899,"Green
floral printed opaque Casual shirt
has a spread collar
button placket
 1 patch pocket
 long regular sleeves
 curved hem"
Men Grey Classic Slim Fit Checked Pure Cotton Formal Shirt,1599,"Grey other checks checked opaque Formal shirt ,has a spread collar, button placket, long regular sleeves, straight hem"
Men Turquoise Blue Slim Fit Printed Cotton Casual Shirt,1849,"Turquoise blue graphic printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Green Slim Fit Opaque Cotton Casual Shirt,1299,"Green solid opaque casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Striped Pure Cotton Casual Shirt,1949,"Blue and peach-coloured striped opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men Orange Classic Pure Cotton Casual Shirt,1499,"Orange solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Purple Solid Classic Slim Fit Cotton Casual Shirt,1499,"Purple solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Grey Classic Pure Cotton Casual Shirt,1499,"Grey solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue Slim Fit Cotton Casual Shirt,1299,"Blue solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Parrot Green Smart Slim Fit Solid Casual Shirt,999,"Parrot Green solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket

About the Brand
BGN APPARELS, formed in the year 1980, is the brainchild of Shri Satish Gupta and family. Hangup deals in menswear which is currently being marketed in some major cities of India and aboard. It features a collection that embodies the beauty of handcrafted embroideries and fabrics. This label brings together couture sensibilities and timeless style.

Features:
Moisture Absorbent - It absorbs twice as much moisture as cotton, making it the ""Most Thirsty Fabric.""
UV Protection - Hangup fabric  protects the skin from harmful UV rays 
Natural Breathing - Hangup fabric is comfortable and easy, Insulating in winter and breathable in summer.
Anti-Bacterial - Hangup uses peach finish to make fabric soft to use and makes it ""Health Fabric"", Anti-bacterial.
Meticulous Weave - Quality and detailing in the weave of fabric is the product .
Sheer vibrancy - Over 20,000 high quality designs of patterns and textures to choose from.
For A Lifetime- Hangup buys from indian mail and make sure every wash keep the same finish"
Men Blue & White Slim Fit Tartan Checks Checked Pure Cotton Casual Shirt,2299,"Blue and white tartan checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Slim Fit Geometric Opaque Printed Pure Cotton Casual Shirt,2099,"Navy blue and white geometric print opaque casual shirt, has a spread collar, full button placket, long roll-up sleeves, and curved hem"
Men Navy Blue Slim Fit Printed Pure Cotton Casual Shirt,1899,"Navy blue geometric printed opaque Casual shirt ,has a spread collar, button placket, 2 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Checked Pure Cotton Casual Shirt,1999,"Blue other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Rust Slim Fit Floral Printed Pure Cotton Casual Shirt,1999,"Rust floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Tartan Checks Checked Pure Cotton Casual Shirt,2299,"Blue tartan checks checked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Pink Slim Fit Printed Cotton Casual Shirt,1999,"Pink micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Checked Cotton Casual Shirt,2349,"Blue checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Slim Fit Grid Tattersall Checked Pure Cotton Casual Shirt,3549,"White grid tattersall checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Casual Cotton Shirt,1649,"Solid opaque Casual shirt ,has a mandarin collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Grey & White Printed Pure Cotton Slim Fit Casual Shirt,999,"Grey & white abstract printed opaque Casual shirt ,has a slim collar, button placket, na pocket, long regular sleeves, curved hem"
Men Silk Premium Casual Shirt,1919,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Navy Blue Slim Fit Tartan Checked Pure Cotton Flannel Casual Shirt,2299,"Navy blue tartan checks opaque casual shirt, has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Cotton Casual Shirt,2299,"Blue solid  opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men Rust Classic Checked Casual Cotton Shirt,1699,"Rust other checks opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Peach-Coloured Slim Fit Cotton Casual Shirt,2299,"Peach-coloured solid opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Cotton Linen Tartan Checks Slim Fit Casual Shirt,3499,"White tartan checks opaque casual shirt, has a spread collar, button placket, long regular sleeves, and curved hem"
Men Olive Green & Cream-Coloured Pure Cotton Tartan Checked Casual Shirt,3499,"Olive Green & Cream-Coloured tartan checked opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Off White Standard Printed Cotton Casual Shirt,1499,"Off white floral printed opaque Casual shirt ,has a madarian collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Brown Cotton Slim Fit Printed Casual Shirt,1499,"Brown micro ditsy printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Cream-Coloured Solid Casual Pure Cotton Shirt,1299,"Cream-coloured solid opaque casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Floral Printed Casual Cotton Shirt,1249,"Blue floral printed opaque Casual shirt ,has a spread collar, button placket, 1 pocket, short regular sleeves, curved hem"
Men White Pure Cotton Slim Fit Casual Shirt,1299,"White solid casual shirt, has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, and a curved hem"
Men Cream-Coloured Slim Fit Pure Cotton Casual Shirt,2849,"Cream-coloured solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Printed Cotton Denim Casual Shirt,2795,"Blue typography printed opaque Casual shirt ,has a spread collar, button placket, 2 patch pocket, long regular sleeves, curved hem"
Men Slim Fit Floral Printed Cotton Casual Shirt,2299,"Maroon and white floral printed Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Cotton Formal Shirt,750,"Blue textured self design opaque Formal shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Olive Green Gingham Checked Pure Cotton Tailored Fit Casual Shirt,2599,"Olive green gingham checked opaque casual shirt, has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Grey Buffalo Checked Cotton Casual Shirt,1999,"Grey buffalo checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Beige Classic Tartan Checked Pure Cotton Casual Shirt,1399,"Beige tartan checks checked opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men White Pure Cotton Casual Shirt,1999,"White solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Grey Smart Cotton Casual Shirt,1999,"Grey solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Smart Cotton Casual Shirt,1999,"Blue solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Comfort Printed Cotton Casual Shirt,1399,"Blue geometric printed opaque Casual shirt ,has a spread collar, button placket, na pocket, long regular sleeves, curved hem"
Men White & Red Comfort Geometric Printed Cotton Casual Shirt,1399,"White & Red geometric printed opaque Casual shirt, has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue & Beige Checked Pure Cotton Casual Shirt,3499,"Blue and beige checked opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Buffalo Checks Checked Cotton Casual Shirt,2349,"Blue buffalo checks checked opaque Casual shirt ,has a spread collar, button placket, na pocket, long regular sleeves, curved hem"
Men Blue Cotton Slim Fit Checked Casual Shirt,2299,"Blue other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Standard Casual Pure Cotton Shirt,1799,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Casual Cotton Shirt,1199,"Solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Standard Pure Cotton Casual Shirt,1399,"Green solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Coffee Brown Pure Cotton Classic Casual Shirt,1399,"Coffee brown solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Slim Fit Buffalo Checks Pure Cotton Casual Shirt,999,"Blue buffalo checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue & Brown Checked Casual Cotton Linen Shirt,2399,"Blue tartan checked opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Pure Cotton Pink Printed Casual Shirt,1698,"Pink conversational printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Rust Red & Navy Blue Slim Fit Printed Pure Cotton Casual Shirt,1799,"Rust red and Navy Blue printed casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket"
Men Blue Floral Printed Cotton Casual Shirt,1299,"Blue floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue And White Classic Slim Fit Checked Pure Cotton Shirt,1799,"Blue and White grid tattersall checked Casual shirt ,has a button-down collar, button placket, long roll-up sleeves, curved hem"
Pure Cotton Chiseled Striped Casual Shirt,2199,"White and white vertical striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White & Black Horizontal Stripes Striped Cotton Casual Shirt,1749,"White and black horizontal stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
The Life Co. Men Brown Solid Pure Cotton Casual Shirt,1999,"Brown solid opaque pure cotton casual shirt ,has a spread collar, button placket, 2 flap pocket, long roll-up sleeves, curved hem"
Men White Straight Checked Casual Cotton Shirt,999,"White other checks opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Solid Long Sleeves Casual Shirt,2499,"Navy blue solid opaque casual shirt, has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
Men Slim Fit Printed Casual Cotton Shirt,1549,"abstract printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Relaxed Abstract Printed Tailored Fit Cotton Casual Shirt,2499,"White and Grey abstract printed opaque Casual shirt, has a spread collar, button placket, short regular sleeves, curved hem"
Men Camel Brown Slim Fit Opaque Pure Cotton Casual Shirt,2399,"Camel brown solid opaque casual shirt ,has a spread collar, button placket, 2 flap pocket, long regular sleeves, curved hem"
The Lifestyle Co Men Blue & Black Checked Pure Cotton Casual Shirt,1499,"Blue other checks checked opaque Casual shirt ,has a mandarin collar, button placket, long roll-up sleeves, curved hem"
Men Red Pure Cotton Casual Shirt,1999,"Red solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red Classic Regular Fit Tartan Checked Cotton Casual Shirt,1499,"Red tartan checked opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men Red Slim Fit Tartan Checked Casual Cotton Shirt,1999,"Red tartan checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Contemporary Fit Pure Cotton Casual Shirt,1999,"Solid opaque casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Mustard Cotton Casual Shirt,1799,"Mustard solid solid opaque Casual shirt ,has a mandarin collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Red Silk Standard Casual Shirt,1079,"Red solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, straight hem"
Men Green Solid Cotton Slim Fit Casual Shirt,1199,"Green solid opaque Casual shirt, has a cutaway collar, button placket, short regular sleeves, curved hem"
Men Navy Blue Slim Fit Opaque Printed Cotton Casual Shirt,1349,"Navy blue conversational printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue Slim Fit Opaque Printed Cotton Casual Shirt,1199,"Navy blue graphic printed opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men Navy Blue Pure Cotton Regular Fit Striped Casual Shirt,2199,"Navy Blue striped casual shirt, has a spread collar, button placket, and curved hem"
Men Black & Green Comfort Printed Cotton Casual Shirt,799,"Black abstract printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, Short regular sleeves, curved hem"
The Life Co. Men Mauve Solid Pure Cotton Casual Shirt,2199,"Mauve solid opaque Casual shirt
has a spread collar,
snap button placket,
1 flap pocket,
long roll-up sleeves,
curved hem"
Men Blue Premium Floral Printed Cotton Casual Shirt,799,"Blue floral printed opaque Casual shirt ,has a spread collar, button placket, short regular sleeves, curved hem"
Men Maroon Slim Fit Printed Pure Cotton Casual Shirt,1599,"Maroon printed opaque Casual shirt, has a spread collar, button placket, long regular sleeves, curved hem"
Men Navy Blue & Red Slim Fit Checked Pure Cotton Casual Shirt,1799,"Navy blue other checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue & Black Pure Cotton Slim Fit Checked Casual Shirt,1999,"Blue and white windowpane checks checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Vertical Striped Casual Cotton Shirt,999,"Blue& white vertical striped opaque Formal shirt ,has a spread collar, button placket, short roll-up sleeves, straight hem"
Men Pure Cotton Charcoal Grey Printed Casual Shirt,1698,"Charcoal grey geometric printed opaque Casual shirt ,has a band collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White And Maroon Slim Fit Checked Cotton Linen Casual Shirt,3299,"White and Maroon grid tattersall checked Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Red & Blue Micro Check Cotton Casual Shirt,1499,"Red & blue micro checks opaque Casual shirt, has a spread collar, button placket, one patch pocket, long regular sleeves, and curved hem"
Men Off White Comfort Horizontal Striped Cotton Casual Shirt,1499,"Off white horizontal striped opaque Casual shirt ,has a slim collar, button placket, 1 pocket, long regular sleeves, curved hem"
Men Grey Pure Cotton Classic Fit Printed Casual Shirt,1049,"Grey abstract  printed opaque Casual shirt ,has a collarless neck, half button placket, 1 patch pocket, short regular sleeves & curved hem."
Men Peach Smart Slim Fit Cotton Casual Shirt,1499,"Peach solid opaque casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Men Blue Pure Linen Solid Casual Shirt,2999,"Blue solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
Men White Pure Cotton Conversational Print Casual Shirt,1698,"White conversational printed opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Touch Base Men Peach-Coloured Slim Fit Pure Cotton Smart Casual Shirt,2499,"Style
Colour: Peach
Pattern- Solid
Slim fit shirt with kent collar and rounded hem
Contrast loop at the back, contrast stitch at inner cuff
Constructed in Oxford
Innovation
100% Cotton provides comfort and breathability especially in a tropical climate in India.

Why this item?
A versatile shirt cut to a modern defined fit, this piece is crafted in breathable cotton oxford for low-maintenance care and softness against the skin. Combine this wardrobe essential with business and eveningwear ensembles alike."
Men Navy Blue Solid Pure Cotton Slim Fit Casual Shirt,2399,"Navy blue solid opaque casual shirt, has a spread collar, button placket, 2 flap pockets, long regular sleeves, curved hem"
Men Pure Cotton Solid Casual Shirt,2999,"Solid opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, straight hem"
Men White Pure Cotton Striped Formal Shirt,3499,"White vertical striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green & Off-White Pure Cotton Slim Fit Buffalo Checked Casual Shirt,2495,"Green and off-white buffalo checked opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pure Cotton Hooded Overshirt,2999,"Overshirt in brushed cotton twill with a drawstring hood in jersey, buttons down the front, a yoke at the back and long sleeves with a sleeve placket and buttoned cuffs. Flap chest pockets with a button. Lined."
Men Charcoal Black Pure Cotton Solid Chambray Casual Shirt,1799,"Charcoal black solid opaque Casual shirt ,has a band collar, button placket, long roll-up sleeves, curved hem"
Men Regular Fit Linen-Blend Shirt,1999,"Regular-fit shirt in a linen and cotton weave with a resort collar, French front, open chest pocket and short sleeves. Yoke with darts at the back, and a straight-cut hem."
Men Striped Pure Cotton Casual Shirt,1999,"Vertical striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, short regular sleeves, curved hem"
Textured Cotton Denim Vintage Indigo Chiseled Shirt,2399,"Navy blue textured denim slim shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Pink Cotton Casual Shirt,1999,"Pink solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Slim Fit Printed Pure Cotton Casual Shirt,2299,"Green abstract printed opaque Casual shirt ,has a button-down collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White Horizontal Striped Pure Cotton Tailored Casual Shirt,4999,"White horizontal striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Classic Fit Tartan Checks Opaque Pure Cotton Casual Shirt with Pockets,4299,"Tartan checks opaque casual shirt ,has a button-down collar, button placket, 2 flap pocket, long roll-up sleeves, and curved hem"
Men Beige Printed Pure Cotton Casual Sustainable Shirt,1799,"Beige printed casual shirt, has a button-down collar, long sleeves, button placket, curved hem, and 1 patch pocket"
Men Cream-Coloured & Brown Bagru Printed Pure Cotton Casual Shirt With Pocket Detail,2799,"Special Technique/Craft:
Bagru: Bagru a small town situated south-west of Jaipur, is famous for its traditional hand block printed fabrics. Motifs are transferred onto light coloured background with wooden blocks following two techniques - direct and resist. Bagru motifs are mostly derived from the flora and fauna and are natural in origin.

Design:
Region: Rajasthan and Madhya Pradesh
Cream-coloured and brown ethnic motifs printed casual shirt
Has a spread collar
Button placket
1 patch pocket
Short regular sleeves
Curved hem
Disclaimer:
This is a handcrafted kurta, and is prone to colour bleeding due to use of natural dyes
The print on the garment might be uneven owning to the handcrafted nature of the product, adding essence to the garment.
Taavi uses sustainable thread for the manufacturing of its garments."
Men Micro Ditsy Printed Pure Cotton Smart Casual Shirt,4599,"Navy blue micro ditsy printed opaque smart casual shirt, has a cutaway collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue & Mustard Yellow Pure Cotton Tartan Checked Sustainable Casual Shirt,1299,"Navy blue and musard yellow tartan checks checked opaque Casual shirt ,one patch pocket, has a spread collar, button placket, long regular sleeves, curved hem"
Men Blue Premium Regular Fit Floral Printed Cotton Casual Shirt,899,"Blue floral printed opaque Casual shirt ,has a spread collar, button placket, na pocket, long regular sleeves, curved hem"
Men Black Cotton Casual Shirt,1499,"Black solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Green Slim Fit Pure Cotton Casual Shirt,2499,"Green solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men White & Grey Comfort Ethnic Motifs Printed Cotton Casual Shirt,1249,"White & Grey ethnic motifs printed opaque Casual shirt, has a spread collar, button placket, short regular sleeves, curved hem"
Men Slim Fit Printed Casual Cotton Shirt,2499,"Micro ditsy printed opaque Casual shirt ,has a spread collar, button placket,long regular sleeves, curved hem"
Men Slim Fit Striped Cotton Casual Shirt,2499,"Vertical stripes striped opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Sea Green Solid Cotton Casual Shirt,1499,"Sea green solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Navy Blue & Green Pure Cotton Checked Sustainable Casual Shirt,1299,"Navy blue and green checked opaque Casual shirt, has a spread collar, button placket, 1 patch pocket, long regular sleeves, and curved hem"
Men Slim Fit Floral Printed Pure Cotton Casual Shirt,2499,"Floral printed opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Blue Solid Washed Cotton Denim Shirt,1699,"Blue solid washed denim shirt ,has a mandarin collar,collar, button placket, long regular sleeves, curved hem"
Men Navy Blue Slim Fit Solid Pure Cotton Casual Shirt,3599,"Navy blue solid opaque pure cotton Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Yellow & Green Tartan Checks Slim Fit Cotton Linen Casual Shirt,2399,"Yellow and green tartan checks opaque Casual shirt ,has a spread collar, button placket, long regular sleeves, curved hem"
Men Relaxed Fit Linen-Blend Shirt,1499,"Relaxed-fit shirt in a linen and cotton weave with a turn-down collar, French front and yoke at the back. Short sleeves, open chest pocket and a straight-cut hem with a slit at each side."
Men Maroon Original Slim Fit Pure Cotton Casual Shirt,2499,"Maroon solid opaque Casual shirt ,has a cutaway collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Black & Beige Slim Fit Floral Printed Pure Cotton Casual Shirt,2499,"Black & Beige floral printed opaque pure cotton Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
Men Brown Solid Cotton Casual Shirt,1499,"Brown solid opaque Casual shirt ,has a spread collar, button placket, 1 patch pocket, long regular sleeves, curved hem"
